Date,Shift,Units_Produced,Defects,Defect_Rate,Downtime_Minutes,Efficiency,Energy_Used,Labor_Hours
2023-11-05,Evening,889,26,0.0292,60,0.798,764,187
2023-11-05,Night,933,18,0.0193,113,0.809,647,196
2023-11-06,Morning,859,13,0.0151,37,0.789,723,171
2023-11-06,Evening,1164,50,0.043,78,0.971,648,181
2023-11-06,Night,977,24,0.0246,14,0.904,535,200
2023-11-07,Morning,1191,20,0.0168,115,0.823,674,188
2023-11-07,Evening,946,19,0.0201,33,0.826,640,170
2023-11-07,Night,1179,19,0.0161,57,0.958,761,194
2023-11-08,Morning,836,41,0.049,115,0.821,772,168
2023-11-08,Evening,1095,44,0.0402,103,0.823,763,193
2023-11-08,Night,1150,54,0.047,95,0.795,647,183
2023-11-09,Morning,1004,36,0.0359,101,0.923,623,172
2023-11-09,Evening,955,17,0.0178,10,0.937,694,153
2023-11-09,Night,940,10,0.0106,16,0.886,653,195
2023-11-10,Morning,960,39,0.0406,49,0.825,621,172
2023-11-10,Evening,872,18,0.0206,71,0.957,660,164
2023-11-10,Night,967,18,0.0186,72,0.816,625,192
2023-11-11,Morning,1109,11,0.0099,118,0.783,525,186
2023-11-11,Evening,1059,19,0.0179,76,0.972,670,188
2023-11-11,Night,862,26,0.0302,64,0.952,667,159
2023-11-12,Morning,1017,35,0.0344,33,0.835,653,161
2023-11-12,Evening,1065,53,0.0498,47,0.839,743,170
2023-11-12,Night,1197,37,0.0309,88,0.768,518,175
2023-11-13,Morning,954,17,0.0178,12,0.807,751,153
2023-11-13,Evening,1142,46,0.0403,107,0.893,712,195
2023-11-13,Night,920,26,0.0283,101,0.923,635,152
2023-11-14,Morning,972,34,0.035,111,0.839,544,184
2023-11-14,Evening,1118,47,0.042,118,0.979,704,199
2023-11-14,Night,1119,47,0.042,100,0.839,716,197
2023-11-15,Morning,1089,34,0.0312,95,0.817,759,197
2023-11-15,Evening,1073,33,0.0308,23,0.845,615,172
2023-11-15,Night,1014,20,0.0197,40,0.895,756,181
2023-11-16,Morning,1101,24,0.0218,105,0.951,502,176
2023-11-16,Evening,978,43,0.044,111,0.868,780,195
2023-11-16,Night,1101,34,0.0309,0,0.801,651,152
2023-11-17,Morning,1087,18,0.0166,109,0.804,778,198
2023-11-17,Evening,974,27,0.0277,35,0.915,573,178
2023-11-17,Night,874,40,0.0458,119,0.789,629,183
2023-11-18,Morning,1184,21,0.0177,92,0.974,642,190
2023-11-18,Evening,1165,56,0.0481,10,0.86,780,182
2023-11-18,Night,1036,21,0.0203,108,0.885,719,181
2023-11-19,Morning,853,15,0.0176,104,0.896,689,153
2023-11-19,Evening,1107,24,0.0217,22,0.873,633,182
2023-11-19,Night,1008,32,0.0317,65,0.851,606,153
2023-11-20,Morning,932,21,0.0225,86,0.8,613,154
2023-11-20,Evening,1012,15,0.0148,25,0.789,506,185
2023-11-20,Night,970,11,0.0113,101,0.963,764,195
2023-11-21,Morning,1121,31,0.0277,31,0.931,516,163
2023-11-21,Evening,1073,21,0.0196,85,0.968,789,171
2023-11-21,Night,1117,55,0.0492,41,0.801,744,160
2023-11-22,Morning,838,36,0.043,68,0.969,547,171
2023-11-22,Evening,1141,56,0.0491,112,0.843,713,184
2023-11-22,Night,828,40,0.0483,42,0.88,605,197
2023-11-23,Morning,1176,38,0.0323,27,0.916,705,152
2023-11-23,Evening,1082,34,0.0314,65,0.836,798,179
2023-11-23,Night,1045,18,0.0172,85,0.859,638,197
2023-11-24,Morning,1100,13,0.0118,90,0.816,785,151
2023-11-24,Evening,1068,29,0.0272,4,0.928,641,173
2023-11-24,Night,910,42,0.0462,12,0.862,757,165
2023-11-25,Morning,912,14,0.0154,40,0.833,664,199
2023-11-25,Evening,826,23,0.0278,12,0.806,559,174
2023-11-25,Night,1004,23,0.0229,36,0.832,724,176
2023-11-26,Morning,869,40,0.046,98,0.775,724,154
2023-11-26,Evening,849,35,0.0412,101,0.874,630,180
2023-11-26,Night,1078,19,0.0176,106,0.916,502,173
2023-11-27,Morning,838,41,0.0489,91,0.967,676,190
2023-11-27,Evening,1161,53,0.0457,24,0.943,693,187
2023-11-27,Night,831,11,0.0132,69,0.789,774,191
2023-11-28,Morning,1187,50,0.0421,37,0.956,508,177
2023-11-28,Evening,1173,23,0.0196,106,0.874,712,154
2023-11-28,Night,962,13,0.0135,120,0.806,753,192
2023-11-29,Morning,1044,15,0.0144,119,0.979,576,179
2023-11-29,Evening,1040,34,0.0327,88,0.928,564,181
2023-11-29,Night,1198,29,0.0242,65,0.761,692,161
2023-11-30,Morning,1048,45,0.0429,22,0.95,558,197
2023-11-30,Evening,872,26,0.0298,62,0.804,593,178
2023-11-30,Night,1127,48,0.0426,105,0.879,714,165
2023-12-01,Morning,1050,52,0.0495,81,0.823,512,164
2023-12-01,Evening,895,28,0.0313,35,0.954,737,191
2023-12-01,Night,802,22,0.0274,73,0.844,533,163
2023-12-02,Morning,1173,17,0.0145,2,0.836,629,151
2023-12-02,Evening,1081,50,0.0463,98,0.753,548,179
2023-12-02,Night,1025,26,0.0254,9,0.942,542,174
2023-12-03,Morning,1043,11,0.0105,114,0.78,735,171
2023-12-03,Evening,1025,43,0.042,37,0.831,763,200
2023-12-03,Night,900,17,0.0189,1,0.863,629,181
2023-12-04,Morning,891,33,0.037,72,0.829,766,198
2023-12-04,Evening,878,19,0.0216,113,0.794,613,199
2023-12-04,Night,911,10,0.011,25,0.793,777,152
2023-12-05,Morning,969,45,0.0464,96,0.901,642,184
2023-12-05,Evening,888,17,0.0191,2,0.786,672,150
2023-12-05,Night,859,42,0.0489,0,0.972,537,184
2023-12-06,Morning,1196,43,0.036,40,0.916,657,176
2023-12-06,Evening,1200,47,0.0392,92,0.76,724,156
2023-12-06,Night,940,23,0.0245,51,0.85,654,171
2023-12-07,Morning,1074,52,0.0484,5,0.908,743,183
2023-12-07,Evening,915,10,0.0109,84,0.976,616,156
2023-12-07,Night,1170,12,0.0103,112,0.78,658,182
2023-12-08,Morning,913,20,0.0219,59,0.899,607,182
2023-12-08,Evening,1062,42,0.0395,53,0.771,755,182
2023-12-08,Night,857,41,0.0478,116,0.832,730,151
2023-12-09,Morning,1030,42,0.0408,115,0.85,502,159
2023-12-09,Evening,879,43,0.0489,19,0.953,624,165
2023-12-09,Night,831,27,0.0325,51,0.883,503,165
2023-12-10,Morning,962,38,0.0395,75,0.947,526,197
2023-12-10,Evening,855,33,0.0386,18,0.961,530,167
2023-12-10,Night,1105,23,0.0208,59,0.827,652,195
2023-12-11,Morning,1011,39,0.0386,33,0.863,663,199
2023-12-11,Evening,804,34,0.0423,54,0.813,691,177
2023-12-11,Night,1000,46,0.046,87,0.867,688,181
2023-12-12,Morning,932,21,0.0225,33,0.856,777,186
2023-12-12,Evening,968,29,0.03,100,0.915,579,164
2023-12-12,Night,1126,32,0.0284,22,0.809,721,166
2023-12-13,Morning,1031,27,0.0262,110,0.752,781,152
2023-12-13,Evening,995,24,0.0241,19,0.967,731,169
2023-12-13,Night,828,25,0.0302,57,0.936,562,162
2023-12-14,Morning,1011,27,0.0267,24,0.973,777,183
2023-12-14,Evening,800,37,0.0462,20,0.972,511,151
2023-12-14,Night,1187,39,0.0329,97,0.837,686,170
2023-12-15,Morning,938,14,0.0149,27,0.861,744,159
2023-12-15,Evening,945,23,0.0243,117,0.841,660,189
2023-12-15,Night,933,43,0.0461,76,0.819,537,188
2023-12-16,Morning,1092,48,0.044,35,0.861,769,163
2023-12-16,Evening,1138,49,0.0431,31,0.852,787,192
2023-12-16,Night,963,20,0.0208,90,0.938,674,152
2023-12-17,Morning,859,22,0.0256,110,0.878,768,193
2023-12-17,Evening,985,42,0.0426,31,0.829,619,158
2023-12-17,Night,1050,21,0.02,35,0.929,552,180
2023-12-18,Morning,945,17,0.018,9,0.829,512,198
2023-12-18,Evening,1053,49,0.0465,26,0.96,786,185
2023-12-18,Night,1050,36,0.0343,76,0.887,632,164
2023-12-19,Morning,1191,41,0.0344,86,0.908,754,158
2023-12-19,Evening,1047,45,0.043,15,0.808,558,194
2023-12-19,Night,1047,37,0.0353,99,0.939,650,169
2023-12-20,Morning,821,26,0.0317,100,0.921,734,190
2023-12-20,Evening,929,40,0.0431,103,0.913,729,187
2023-12-20,Night,818,29,0.0355,104,0.916,501,194
2023-12-21,Morning,1117,42,0.0376,84,0.975,521,186
2023-12-21,Evening,1189,21,0.0177,57,0.762,710,199
2023-12-21,Night,1021,30,0.0294,112,0.762,717,197
2023-12-22,Morning,861,33,0.0383,110,0.848,596,183
2023-12-22,Evening,1200,30,0.025,36,0.974,690,186
2023-12-22,Night,886,21,0.0237,24,0.809,675,152
2023-12-23,Morning,803,20,0.0249,31,0.89,596,175
2023-12-23,Evening,1010,22,0.0218,95,0.823,650,179
2023-12-23,Night,1143,50,0.0437,54,0.844,602,186
2023-12-24,Morning,926,24,0.0259,15,0.849,784,157
2023-12-24,Evening,830,25,0.0301,111,0.911,784,194
2023-12-24,Night,1006,13,0.0129,21,0.828,545,181
2023-12-25,Morning,939,34,0.0362,19,0.93,643,174
2023-12-25,Evening,1029,27,0.0262,20,0.915,761,180
2023-12-25,Night,825,32,0.0388,62,0.87,682,150
2023-12-26,Morning,807,37,0.0458,12,0.924,626,176
2023-12-26,Evening,957,22,0.023,94,0.772,602,166
2023-12-26,Night,1012,14,0.0138,114,0.969,577,158
2023-12-27,Morning,929,13,0.014,70,0.933,648,152
2023-12-27,Evening,1010,46,0.0455,47,0.765,508,183
2023-12-27,Night,881,43,0.0488,119,0.906,645,152
2023-12-28,Morning,883,37,0.0419,0,0.96,656,163
2023-12-28,Evening,1029,22,0.0214,31,0.824,525,167
2023-12-28,Night,978,40,0.0409,17,0.761,587,152
2023-12-29,Morning,867,24,0.0277,85,0.884,682,185
2023-12-29,Evening,1135,46,0.0405,106,0.934,615,193
2023-12-29,Night,871,16,0.0184,44,0.829,637,194
2023-12-30,Morning,892,12,0.0135,65,0.931,708,157
2023-12-30,Evening,1155,47,0.0407,72,0.801,616,164
2023-12-30,Night,1023,16,0.0156,78,0.81,536,198
2023-12-31,Morning,924,37,0.04,69,0.857,691,161
2023-12-31,Evening,890,37,0.0416,36,0.79,734,173
2023-12-31,Night,914,20,0.0219,44,0.818,602,161
2024-01-01,Morning,1044,42,0.0402,61,0.97,748,193
2024-01-01,Evening,998,30,0.0301,37,0.84,548,179
2024-01-01,Night,984,20,0.0203,14,0.937,563,185
2024-01-02,Morning,1134,40,0.0353,119,0.865,528,174
2024-01-02,Evening,886,14,0.0158,66,0.934,547,179
2024-01-02,Night,944,22,0.0233,26,0.884,718,169
2024-01-03,Morning,1114,42,0.0377,52,0.897,589,151
2024-01-03,Evening,975,11,0.0113,57,0.827,624,197
2024-01-03,Night,808,37,0.0458,77,0.751,548,171
2024-01-04,Morning,1015,45,0.0443,118,0.829,722,157
2024-01-04,Evening,992,39,0.0393,105,0.755,752,155
2024-01-04,Night,890,35,0.0393,92,0.801,608,171
2024-01-05,Morning,847,27,0.0319,57,0.777,764,187
2024-01-05,Evening,1141,51,0.0447,47,0.891,785,169
2024-01-05,Night,1042,45,0.0432,82,0.83,562,150
2024-01-06,Morning,961,18,0.0187,70,0.772,570,192
2024-01-06,Evening,1138,21,0.0185,72,0.848,506,174
2024-01-06,Night,905,44,0.0486,91,0.851,666,168
2024-01-07,Morning,1056,36,0.0341,98,0.91,794,186
2024-01-07,Evening,1091,43,0.0394,119,0.79,779,189
2024-01-07,Night,961,26,0.0271,108,0.946,523,155
2024-01-08,Morning,1144,32,0.028,8,0.786,722,200
2024-01-08,Evening,1171,52,0.0444,26,0.816,718,189
2024-01-08,Night,917,21,0.0229,119,0.942,527,183
2024-01-09,Morning,916,27,0.0295,92,0.864,592,200
2024-01-09,Evening,1000,43,0.043,70,0.879,521,151
2024-01-09,Night,1071,32,0.0299,40,0.967,678,191
2024-01-10,Morning,1178,15,0.0127,119,0.911,669,159
2024-01-10,Evening,897,36,0.0401,60,0.785,684,177
2024-01-10,Night,1026,26,0.0253,53,0.807,672,161
2024-01-11,Morning,889,26,0.0292,89,0.952,703,155
2024-01-11,Evening,949,27,0.0285,80,0.861,739,198
2024-01-11,Night,1156,34,0.0294,73,0.832,706,159
2024-01-12,Morning,1035,26,0.0251,61,0.897,717,194
2024-01-12,Evening,909,40,0.044,55,0.926,546,197
2024-01-12,Night,1079,21,0.0195,95,0.962,573,152
2024-01-13,Morning,1010,18,0.0178,67,0.786,502,160
2024-01-13,Evening,864,23,0.0266,22,0.815,706,157
2024-01-13,Night,805,22,0.0273,23,0.888,500,194
2024-01-14,Morning,1074,23,0.0214,93,0.898,533,200
2024-01-14,Evening,1056,23,0.0218,4,0.862,737,161
2024-01-14,Night,1024,44,0.043,21,0.888,780,160
2024-01-15,Morning,1167,27,0.0231,63,0.778,676,188
2024-01-15,Evening,969,36,0.0372,101,0.805,615,193
2024-01-15,Night,881,10,0.0114,1,0.754,796,186
2024-01-16,Morning,1028,23,0.0224,114,0.822,567,192
2024-01-16,Evening,1011,46,0.0455,56,0.887,720,153
2024-01-16,Night,950,43,0.0453,2,0.973,536,191
2024-01-17,Morning,1103,38,0.0345,120,0.859,796,164
2024-01-17,Evening,1043,20,0.0192,30,0.902,568,192
2024-01-17,Night,1156,14,0.0121,73,0.951,520,154
2024-01-18,Morning,831,39,0.0469,84,0.77,659,157
2024-01-18,Evening,869,32,0.0368,118,0.925,787,169
2024-01-18,Night,1041,50,0.048,95,0.884,738,150
2024-01-19,Morning,847,8,0.0094,30,0.889,776,178
2024-01-19,Evening,852,15,0.0176,53,0.836,650,167
2024-01-19,Night,961,16,0.0166,11,0.971,644,167
2024-01-20,Morning,979,45,0.046,79,0.792,779,168
2024-01-20,Evening,1070,29,0.0271,12,0.855,609,197
2024-01-20,Night,1104,24,0.0217,48,0.979,722,190
2024-01-21,Morning,1083,19,0.0175,61,0.926,512,177
2024-01-21,Evening,1123,32,0.0285,58,0.826,757,151
2024-01-21,Night,963,45,0.0467,18,0.872,509,159
2024-01-22,Morning,915,14,0.0153,5,0.975,578,191
2024-01-22,Evening,950,42,0.0442,35,0.911,543,152
2024-01-22,Night,1106,48,0.0434,114,0.884,568,164
2024-01-23,Morning,843,28,0.0332,89,0.976,515,162
2024-01-23,Evening,937,17,0.0181,0,0.76,702,170
2024-01-23,Night,1093,36,0.0329,25,0.944,622,186
2024-01-24,Morning,1196,12,0.01,54,0.783,671,195
2024-01-24,Evening,916,33,0.036,63,0.803,686,190
2024-01-24,Night,890,36,0.0404,41,0.761,513,180
2024-01-25,Morning,842,21,0.0249,104,0.905,592,177
2024-01-25,Evening,833,10,0.012,9,0.815,720,196
2024-01-25,Night,834,19,0.0228,39,0.901,625,198
2024-01-26,Morning,875,9,0.0103,75,0.925,640,163
2024-01-26,Evening,896,10,0.0112,52,0.948,583,152
2024-01-26,Night,1050,41,0.039,92,0.913,601,178
2024-01-27,Morning,992,25,0.0252,80,0.849,647,172
2024-01-27,Evening,1140,17,0.0149,79,0.789,675,166
2024-01-27,Night,1169,54,0.0462,54,0.944,694,189
2024-01-28,Morning,947,18,0.019,91,0.83,614,175
2024-01-28,Evening,918,9,0.0098,75,0.973,800,151
2024-01-28,Night,896,43,0.048,14,0.782,551,185
2024-01-29,Morning,866,11,0.0127,93,0.943,697,197
2024-01-29,Evening,1196,15,0.0125,71,0.943,656,184
2024-01-29,Night,1007,27,0.0268,44,0.817,607,178
2024-01-30,Morning,811,14,0.0173,96,0.761,752,196
2024-01-30,Evening,1025,23,0.0224,3,0.98,686,184
2024-01-30,Night,1121,34,0.0303,26,0.949,590,192
2024-01-31,Morning,1158,38,0.0328,62,0.885,641,163
2024-01-31,Evening,1100,48,0.0436,107,0.816,648,198
2024-01-31,Night,882,36,0.0408,21,0.926,732,166
2024-02-01,Morning,1172,35,0.0299,23,0.94,560,188
2024-02-01,Evening,1094,20,0.0183,5,0.836,617,153
2024-02-01,Night,913,10,0.011,81,0.967,623,194
2024-02-02,Morning,1171,14,0.012,110,0.856,575,173
2024-02-02,Evening,981,14,0.0143,115,0.846,500,190
2024-02-02,Night,1196,25,0.0209,83,0.805,523,176
2024-02-03,Morning,832,10,0.012,61,0.922,523,154
2024-02-03,Evening,878,11,0.0125,10,0.904,558,184
2024-02-03,Night,1190,56,0.0471,91,0.845,545,154
2024-02-04,Morning,855,10,0.0117,3,0.954,718,153
2024-02-04,Evening,990,36,0.0364,47,0.795,708,178
2024-02-04,Night,948,45,0.0475,3,0.77,620,187
2024-02-05,Morning,948,21,0.0222,57,0.845,507,176
2024-02-05,Evening,1051,49,0.0466,57,0.831,513,191
2024-02-05,Night,911,44,0.0483,34,0.936,567,157
2024-02-06,Morning,1032,32,0.031,86,0.794,782,171
2024-02-06,Evening,1086,12,0.011,112,0.795,599,198
2024-02-06,Night,968,40,0.0413,54,0.929,686,180
2024-02-07,Morning,856,32,0.0374,112,0.869,563,167
2024-02-07,Evening,1094,33,0.0302,103,0.859,630,175
2024-02-07,Night,929,18,0.0194,2,0.978,658,180
2024-02-08,Morning,932,39,0.0418,5,0.977,769,181
2024-02-08,Evening,1142,27,0.0236,1,0.774,630,180
2024-02-08,Night,918,19,0.0207,38,0.781,793,180
2024-02-09,Morning,1005,18,0.0179,11,0.755,680,154
2024-02-09,Evening,966,24,0.0248,5,0.884,538,158
2024-02-09,Night,1182,23,0.0195,95,0.795,520,179
2024-02-10,Morning,962,21,0.0218,35,0.862,781,161
2024-02-10,Evening,1176,58,0.0493,113,0.896,765,186
2024-02-10,Night,920,33,0.0359,12,0.818,579,151
2024-02-11,Morning,1124,51,0.0454,67,0.836,634,150
2024-02-11,Evening,1169,44,0.0376,105,0.859,746,163
2024-02-11,Night,810,10,0.0123,69,0.976,737,153
2024-02-12,Morning,982,46,0.0468,42,0.95,544,173
2024-02-12,Evening,1143,53,0.0464,45,0.906,650,166
2024-02-12,Night,1160,44,0.0379,50,0.972,781,198
2024-02-13,Morning,1021,16,0.0157,18,0.943,662,173
2024-02-13,Evening,877,18,0.0205,118,0.809,767,154
2024-02-13,Night,1141,30,0.0263,60,0.958,527,199
2024-02-14,Morning,1089,31,0.0285,94,0.8,626,162
2024-02-14,Evening,1181,48,0.0406,98,0.848,658,189
2024-02-14,Night,926,40,0.0432,116,0.889,562,177
2024-02-15,Morning,1038,31,0.0299,19,0.893,774,175
2024-02-15,Evening,1079,17,0.0158,83,0.849,758,175
2024-02-15,Night,925,10,0.0108,59,0.866,630,160
2024-02-16,Morning,1158,42,0.0363,48,0.962,652,171
2024-02-16,Evening,841,13,0.0155,30,0.923,592,193
2024-02-16,Night,824,21,0.0255,22,0.796,582,162
2024-02-17,Morning,882,21,0.0238,111,0.867,502,163
2024-02-17,Evening,924,28,0.0303,55,0.834,711,153
2024-02-17,Night,1098,45,0.041,62,0.956,655,150
2024-02-18,Morning,829,13,0.0157,89,0.952,537,194
2024-02-18,Evening,818,19,0.0232,37,0.923,603,179
2024-02-18,Night,912,34,0.0373,32,0.865,724,184
2024-02-19,Morning,1091,44,0.0403,88,0.808,760,186
2024-02-19,Evening,825,22,0.0267,92,0.908,509,165
2024-02-19,Night,975,46,0.0472,45,0.875,565,152
2024-02-20,Morning,943,46,0.0488,81,0.972,638,172
2024-02-20,Evening,1079,41,0.038,94,0.862,734,184
2024-02-20,Night,949,45,0.0474,43,0.752,503,178
2024-02-21,Morning,985,23,0.0234,77,0.754,783,195
2024-02-21,Evening,889,37,0.0416,27,0.752,688,189
2024-02-21,Night,1171,31,0.0265,43,0.933,656,183
2024-02-22,Morning,1111,35,0.0315,12,0.796,613,154
2024-02-22,Evening,805,13,0.0161,8,0.866,642,175
2024-02-22,Night,1151,35,0.0304,71,0.854,702,168
2024-02-23,Morning,991,17,0.0172,52,0.778,593,180
2024-02-23,Evening,944,24,0.0254,71,0.924,518,189
2024-02-23,Night,1051,24,0.0228,112,0.917,739,154
2024-02-24,Morning,1143,17,0.0149,22,0.847,559,159
2024-02-24,Evening,1122,54,0.0481,62,0.797,520,159
2024-02-24,Night,1136,44,0.0387,16,0.805,501,190
2024-02-25,Morning,823,17,0.0207,13,0.963,603,180
2024-02-25,Evening,897,39,0.0435,42,0.951,511,194
2024-02-25,Night,800,14,0.0175,56,0.912,544,177
2024-02-26,Morning,1052,26,0.0247,51,0.778,735,186
2024-02-26,Evening,971,14,0.0144,15,0.907,622,179
2024-02-26,Night,924,22,0.0238,72,0.962,704,169
2024-02-27,Morning,998,36,0.0361,98,0.938,566,178
2024-02-27,Evening,1192,27,0.0227,85,0.777,636,151
2024-02-27,Night,1086,41,0.0378,7,0.841,714,185
2024-02-28,Morning,1150,30,0.0261,69,0.886,769,169
2024-02-28,Evening,827,37,0.0447,101,0.817,747,194
2024-02-28,Night,1075,21,0.0195,104,0.917,714,181
2024-02-29,Morning,1123,13,0.0116,51,0.811,672,194
2024-02-29,Evening,873,33,0.0378,106,0.81,511,187
2024-02-29,Night,1017,45,0.0442,29,0.799,511,153
2024-03-01,Morning,895,22,0.0246,7,0.885,766,200
2024-03-01,Evening,851,16,0.0188,86,0.936,627,158
2024-03-01,Night,1132,33,0.0292,54,0.783,532,163
2024-03-02,Morning,930,30,0.0323,10,0.878,635,179
2024-03-02,Evening,837,31,0.037,74,0.846,676,170
2024-03-02,Night,1166,35,0.03,42,0.943,596,180
2024-03-03,Morning,957,43,0.0449,91,0.778,621,168
2024-03-03,Evening,984,29,0.0295,44,0.856,740,198
2024-03-03,Night,1142,40,0.035,6,0.869,547,151
2024-03-04,Morning,1077,12,0.0111,78,0.777,781,177
2024-03-04,Evening,852,37,0.0434,25,0.835,563,153
2024-03-04,Night,1138,32,0.0281,73,0.786,687,191
2024-03-05,Morning,845,15,0.0178,63,0.969,715,191
2024-03-05,Evening,864,34,0.0394,52,0.872,541,159
2024-03-05,Night,914,14,0.0153,92,0.783,764,173
2024-03-06,Morning,955,13,0.0136,86,0.811,586,162
2024-03-06,Evening,967,38,0.0393,76,0.961,768,193
2024-03-06,Night,870,17,0.0195,99,0.759,738,195
2024-03-07,Morning,810,18,0.0222,26,0.952,508,152
2024-03-07,Evening,1008,44,0.0437,104,0.798,569,167
2024-03-07,Night,977,36,0.0368,17,0.871,674,159
2024-03-08,Morning,828,16,0.0193,16,0.846,587,167
2024-03-08,Evening,850,29,0.0341,83,0.83,776,156
2024-03-08,Night,1117,31,0.0278,13,0.917,589,200
2024-03-09,Morning,813,35,0.0431,47,0.84,545,171
2024-03-09,Evening,1129,38,0.0337,99,0.78,537,199
2024-03-09,Night,1092,53,0.0485,96,0.946,781,151
2024-03-10,Morning,809,31,0.0383,51,0.786,566,188
2024-03-10,Evening,902,22,0.0244,91,0.955,642,184
2024-03-10,Night,813,8,0.0098,5,0.775,729,199
2024-03-11,Morning,1106,29,0.0262,49,0.84,506,151
2024-03-11,Evening,1113,53,0.0476,83,0.887,731,151
2024-03-11,Night,1186,31,0.0261,0,0.854,609,152
2024-03-12,Morning,962,18,0.0187,40,0.858,704,179
2024-03-12,Evening,935,36,0.0385,57,0.864,712,176
2024-03-12,Night,1052,26,0.0247,120,0.841,752,188
2024-03-13,Morning,1113,41,0.0368,37,0.869,687,173
2024-03-13,Evening,810,15,0.0185,115,0.843,566,153
2024-03-13,Night,990,11,0.0111,24,0.782,607,152
2024-03-14,Morning,970,13,0.0134,36,0.761,646,191
2024-03-14,Evening,825,28,0.0339,71,0.829,650,164
2024-03-14,Night,1041,16,0.0154,110,0.866,626,154
2024-03-15,Morning,946,17,0.018,104,0.892,536,193
2024-03-15,Evening,896,31,0.0346,25,0.962,664,165
2024-03-15,Night,824,33,0.04,94,0.882,740,163
2024-03-16,Morning,1029,25,0.0243,76,0.876,632,172
2024-03-16,Evening,818,21,0.0257,75,0.898,554,175
2024-03-16,Night,1066,20,0.0188,36,0.935,568,173
2024-03-17,Morning,867,43,0.0496,112,0.773,626,174
2024-03-17,Evening,1061,13,0.0123,77,0.89,606,190
2024-03-17,Night,945,33,0.0349,77,0.957,518,194
2024-03-18,Morning,1059,26,0.0246,89,0.754,516,165
2024-03-18,Evening,823,33,0.0401,22,0.807,596,198
2024-03-18,Night,1092,29,0.0266,52,0.769,644,150
2024-03-19,Morning,827,41,0.0496,47,0.831,582,167
2024-03-19,Evening,1101,19,0.0173,4,0.884,547,158
2024-03-19,Night,1081,32,0.0296,100,0.805,781,162
2024-03-20,Morning,1045,42,0.0402,78,0.945,559,182
2024-03-20,Evening,1110,32,0.0288,72,0.852,770,183
2024-03-20,Night,900,30,0.0333,36,0.885,776,200
2024-03-21,Morning,1047,15,0.0143,59,0.947,522,178
2024-03-21,Evening,849,18,0.0212,99,0.92,785,187
2024-03-21,Night,1037,27,0.026,29,0.751,688,182
2024-03-22,Morning,1190,17,0.0143,0,0.808,576,152
2024-03-22,Evening,1087,28,0.0258,42,0.81,577,191
2024-03-22,Night,815,10,0.0123,0,0.886,787,156
2024-03-23,Morning,944,25,0.0265,27,0.911,715,157
2024-03-23,Evening,1024,26,0.0254,53,0.942,675,190
2024-03-23,Night,877,22,0.0251,33,0.756,712,179
2024-03-24,Morning,1016,41,0.0404,120,0.837,765,194
2024-03-24,Evening,1157,54,0.0467,41,0.916,638,159
2024-03-24,Night,1043,25,0.024,115,0.965,608,178
2024-03-25,Morning,906,37,0.0408,88,0.896,666,181
2024-03-25,Evening,1004,43,0.0428,103,0.895,635,175
2024-03-25,Night,1044,26,0.0249,13,0.858,631,198
2024-03-26,Morning,1166,32,0.0274,39,0.937,729,151
2024-03-26,Evening,1069,35,0.0327,117,0.802,573,170
2024-03-26,Night,955,38,0.0398,92,0.911,503,163
2024-03-27,Morning,827,8,0.0097,72,0.938,703,197
2024-03-27,Evening,1113,44,0.0395,8,0.948,577,160
2024-03-27,Night,1064,13,0.0122,113,0.832,774,171
2024-03-28,Morning,921,16,0.0174,106,0.786,741,151
2024-03-28,Evening,847,11,0.013,4,0.913,790,174
2024-03-28,Night,1161,45,0.0388,93,0.944,731,173
2024-03-29,Morning,905,26,0.0287,66,0.945,522,164
2024-03-29,Evening,829,25,0.0302,81,0.868,739,172
2024-03-29,Night,875,33,0.0377,118,0.815,771,179
2024-03-30,Morning,910,21,0.0231,117,0.792,577,153
2024-03-30,Evening,947,43,0.0454,74,0.793,745,194
2024-03-30,Night,901,12,0.0133,50,0.762,672,182
2024-03-31,Morning,1091,17,0.0156,7,0.971,507,174
2024-03-31,Evening,800,28,0.035,24,0.936,600,188
2024-03-31,Night,1085,28,0.0258,78,0.856,579,152
2024-04-01,Morning,893,41,0.0459,112,0.772,799,160
2024-04-01,Evening,960,40,0.0417,46,0.895,617,180
2024-04-01,Night,1013,41,0.0405,0,0.831,515,156
2024-04-02,Morning,1097,39,0.0356,113,0.892,678,187
2024-04-02,Evening,1141,19,0.0167,118,0.936,555,155
2024-04-02,Night,982,48,0.0489,79,0.934,712,194
2024-04-03,Morning,1085,31,0.0286,79,0.908,609,164
2024-04-03,Evening,1158,50,0.0432,55,0.947,557,198
2024-04-03,Night,803,13,0.0162,14,0.939,785,182
2024-04-04,Morning,1193,26,0.0218,29,0.843,788,152
2024-04-04,Evening,1066,43,0.0403,80,0.885,502,151
2024-04-04,Night,1129,24,0.0213,65,0.933,716,171
2024-04-05,Morning,811,20,0.0247,45,0.955,577,157
2024-04-05,Evening,813,19,0.0234,19,0.955,731,191
2024-04-05,Night,858,36,0.042,84,0.845,683,156
2024-04-06,Morning,828,33,0.0399,73,0.771,716,182
2024-04-06,Evening,822,14,0.017,75,0.769,615,199
2024-04-06,Night,926,31,0.0335,83,0.755,532,152
2024-04-07,Morning,918,39,0.0425,89,0.978,770,193
2024-04-07,Evening,1180,19,0.0161,112,0.977,545,165
2024-04-07,Night,1131,42,0.0371,83,0.939,794,156
